Player,Pitches,Total,Pitch %,PA,AB,BIP,Hits,1B,2B,3B,HR,SO,K%,BB,BB%,Whiffs,Swings,BA,xBA,OBP,xOBP,SLG,xSLG,wOBA,xwOBA,Barrels,BABIP,ISO,Whiff%,EV (MPH),Adj. EV (MPH),LA (°),Dist (ft),Hard Hit%,Barrel/BBE%,Barrel/PA%
"Guillorme, Luis",802,802,100.0,187,161,128,33,23,9,1,0,36,19.3,23,12.3,64,339,.205,.223,.301,.317,.273,.290,.263,.279,3,.260,.068,18.9,85.1,89.9,6,159,21.1,2.3,1.6
"Lipscomb, Trey",780,780,100.0,211,190,152,38,34,3,0,1,40,19.0,16,7.6,100,396,.200,.224,.268,.290,.232,.283,.231,.262,1,.247,.032,25.3,86.3,91.0,0,126,31.6,0.7,0.5
"Soderstrom, Tyler",770,770,100.0,212,189,137,44,25,10,0,9,53,25.0,19,9.0,113,375,.233,.240,.311,.320,.429,.480,.322,.348,20,.273,.196,30.1,91.9,92.9,10,159,49.6,14.6,9.4
"Olivares, Edward",768,768,100.0,196,174,141,39,30,4,0,5,37,18.9,16,8.2,95,392,.224,.280,.291,.348,.333,.397,.276,.332,9,.250,.109,24.2,86.8,91.3,9,143,35.5,6.4,4.6
"Julks, Corey",767,767,100.0,189,173,124,37,27,7,0,3,50,26.5,15,7.9,91,351,.214,.213,.275,.278,.306,.306,.260,.265,4,.281,.092,25.9,84.9,90.6,15,158,29.0,3.2,2.1
"Stewart, DJ",765,765,100.0,194,158,111,28,19,4,0,5,48,24.7,31,16.0,94,313,.177,.212,.325,.357,.297,.346,.290,.326,9,.217,.120,30.0,89.7,91.8,19,168,39.6,8.1,4.6
"Norby, Connor",759,759,100.0,194,178,115,42,24,9,0,9,64,33.0,15,7.7,145,437,.236,.228,.294,.289,.438,.439,.316,.316,17,.311,.202,33.2,86.2,90.9,17,172,39.1,14.8,8.8
"Thaiss, Matt",754,754,100.0,186,157,100,32,21,9,0,2,58,31.2,28,15.1,134,338,.204,.194,.323,.315,.299,.323,.286,.291,8,.306,.096,39.6,86.2,91.3,13,156,40.0,8.0,4.3
"Pache, Cristian",753,753,100.0,181,163,102,33,23,8,1,1,62,34.3,17,9.4,122,367,.202,.198,.276,.272,.282,.287,.252,.253,5,.317,.080,33.2,88.2,91.0,9,137,38.2,4.9,2.8
"Stubbs, Garrett",746,746,100.0,187,164,115,34,28,4,1,1,50,26.7,17,9.1,92,370,.207,.192,.296,.283,.262,.238,.258,.246,0,.289,.055,24.9,76.8,89.3,17,144,9.6,0.0,0.0
"Noel, Jhonkensy",725,725,100.0,198,179,117,39,18,7,1,13,63,31.8,13,6.6,134,392,.218,.218,.288,.292,.486,.435,.331,.323,17,.250,.268,34.2,88.6,92.1,19,146,36.8,14.5,8.6
"Rice, Ben",724,724,100.0,178,152,109,26,13,6,0,7,48,27.0,20,11.2,86,333,.171,.235,.264,.323,.349,.459,.269,.340,17,.186,.178,25.8,90.0,91.6,18,159,36.7,15.6,9.6
"Cameron, Daz",715,715,100.0,186,170,121,34,23,5,1,5,51,27.4,13,7.0,99,350,.200,.222,.258,.281,.329,.353,.258,.282,10,.250,.129,28.3,91.1,92.0,8,153,48.8,8.3,5.4
"Alexander, Blaze",714,714,100.0,185,166,118,41,31,7,0,3,49,26.5,15,8.1,109,368,.247,.204,.321,.282,.343,.281,.298,.258,4,.333,.096,29.6,87.7,91.2,8,145,34.7,3.4,2.2
"Wisdom, Patrick",701,701,100.0,174,158,101,27,10,7,2,8,59,33.9,10,5.7,108,344,.171,.184,.237,.249,.392,.419,.271,.288,16,.207,.222,31.4,90.3,92.3,28,177,48.5,15.8,9.2
"Canzone, Dominic",696,696,100.0,186,168,117,33,18,7,0,8,53,28.5,16,8.6,125,363,.196,.215,.263,.281,.381,.426,.280,.307,13,.229,.185,34.4,89.9,92.7,9,152,44.4,11.1,7.0
"Jung, Josh",693,693,100.0,188,178,131,47,34,5,1,7,48,25.5,8,4.3,115,360,.264,.241,.298,.276,.421,.397,.311,.292,13,.323,.157,31.9,86.2,91.3,12,167,39.7,9.9,6.9
"Kirilloff, Alex",677,677,100.0,177,158,115,32,16,8,3,5,46,26.0,15,8.5,103,333,.203,.219,.271,.291,.386,.422,.284,.312,13,.245,.184,30.9,91.3,91.9,13,161,40.9,11.3,7.3
"Martínez, Angel",677,677,100.0,169,151,121,35,25,7,0,3,33,19.5,15,8.9,65,329,.232,.223,.298,.293,.338,.304,.282,.271,2,.274,.106,19.8,85.1,91.1,14,149,32.2,1.7,1.2
"Baty, Brett",676,676,100.0,170,153,112,35,28,3,0,4,42,24.7,15,8.8,90,344,.229,.211,.302,.286,.327,.344,.282,.282,6,.290,.098,26.2,85.7,91.5,10,128,33.0,5.4,3.5
"Tena, José",673,673,100.0,168,161,120,43,35,5,0,3,41,24.4,7,4.2,81,338,.267,.254,.298,.286,.354,.417,.286,.305,10,.342,.087,24.0,89.8,91.8,7,156,49.2,8.3,6.0
"Walker, Jordan",669,669,100.0,178,164,116,33,17,10,1,5,50,28.1,10,5.6,105,332,.201,.211,.253,.265,.366,.363,.268,.278,11,.252,.165,31.6,91.2,92.5,9,136,43.1,9.5,6.2
"Carpenter, Matt",668,668,100.0,156,136,87,32,21,7,0,4,51,32.7,15,9.6,82,283,.235,.211,.316,.296,.375,.350,.305,.287,6,.337,.140,29.0,84.7,90.3,23,155,28.7,6.9,3.8
"Beck, Jordan",659,659,100.0,183,170,106,32,23,6,0,3,65,35.5,11,6.0,123,353,.188,.209,.240,.262,.276,.329,.231,.263,7,.282,.088,34.8,86.1,91.0,13,158,32.1,6.6,3.8
"Hilliard, Sam",648,648,100.0,157,138,88,33,17,5,1,10,56,35.7,13,8.3,124,304,.239,.215,.301,.280,.507,.403,.342,.297,13,.311,.268,40.8,90.8,92.7,14,164,52.3,14.8,8.3
"Carter, Evan",648,648,100.0,162,144,102,27,14,6,2,5,43,26.5,15,9.3,58,248,.188,.208,.272,.291,.361,.332,.278,.281,6,.227,.174,23.4,86.0,90.7,14,147,32.4,5.9,3.7
"Monasterio, Andruw",647,647,100.0,142,125,85,26,20,5,0,1,40,28.2,16,11.3,66,275,.208,.211,.303,.305,.272,.342,.266,.291,8,.298,.064,24.0,87.5,90.7,15,170,41.2,9.4,5.6
"Maile, Luke",637,637,100.0,153,135,85,24,18,4,0,2,52,34.0,12,7.8,83,288,.178,.177,.263,.263,.252,.252,.238,.238,3,.268,.074,28.8,83.7,90.0,10,138,24.7,3.5,2.0
"Manzardo, Kyle",636,636,100.0,156,145,105,34,17,12,0,5,41,26.3,9,5.8,82,297,.234,.197,.282,.248,.421,.377,.303,.271,10,.290,.186,27.6,89.1,92.0,22,189,40.0,9.5,6.4
"McCann, Kyle",635,635,100.0,156,140,81,33,24,4,0,5,59,37.8,15,9.6,132,292,.236,.184,.314,.268,.371,.351,.304,.274,10,.368,.136,45.2,89.6,92.0,13,147,38.3,12.3,6.4
"Outman, James",634,634,100.0,156,136,81,20,12,4,0,4,55,35.3,16,10.3,112,302,.147,.198,.256,.301,.265,.319,.242,.282,4,.208,.118,37.1,87.6,92.1,15,164,38.3,4.9,2.6
"Smith, Pavin",631,631,100.0,158,137,109,37,17,11,0,9,31,19.6,18,11.4,52,242,.270,.293,.348,.374,.547,.529,.377,.395,16,.280,.277,21.5,90.2,93.0,13,165,44.0,14.7,10.1
"Caminero, Junior",629,629,100.0,175,165,127,41,25,9,1,6,38,21.7,9,5.1,95,300,.248,.238,.291,.282,.424,.405,.309,.301,15,.289,.176,31.7,89.7,93.4,7,138,45.7,11.8,8.6
"Jackson, Alex",626,626,100.0,155,139,88,17,7,7,0,3,53,34.2,12,7.7,131,330,.122,.138,.201,.218,.237,.262,.200,.223,8,.167,.115,39.7,86.0,91.1,19,146,31.8,9.1,5.2
"Loftin, Nick",626,626,100.0,171,148,127,28,23,4,0,1,24,14.0,19,11.1,41,268,.189,.225,.282,.314,.236,.305,.242,.283,4,.216,.047,15.3,83.1,90.7,10,130,26.0,3.1,2.3
"Martini, Nick",625,625,100.0,163,146,111,31,20,4,2,5,38,23.3,9,5.5,77,310,.212,.214,.272,.278,.370,.340,.279,.276,8,.245,.158,24.8,87.4,91.4,15,154,34.2,7.2,4.9
"Lee, Brooks",614,614,100.0,183,172,147,38,28,6,1,3,27,14.8,9,4.9,65,321,.221,.243,.257,.279,.320,.340,.252,.274,6,.243,.099,20.2,85.8,90.8,12,154,24.5,4.1,3.3
"Hill, Derek",609,609,100.0,172,162,109,39,26,4,2,7,56,32.6,5,2.9,116,330,.241,.241,.271,.275,.420,.396,.296,.294,12,.320,.179,35.2,86.0,91.3,7,149,36.7,11.0,7.0
"McGuire, Reese",609,609,100.0,158,139,104,29,23,3,0,3,39,24.7,13,8.2,67,274,.209,.222,.280,.293,.295,.341,.259,.282,7,.260,.086,24.5,82.2,90.7,11,151,26.9,6.7,4.4
"Bryant, Kris",608,608,100.0,155,133,86,29,22,5,0,2,48,31.0,13,8.4,107,290,.218,.211,.323,.317,.301,.315,.287,.290,4,.321,.083,36.9,85.1,90.6,19,147,30.2,4.7,2.6
"Barnes, Austin",593,593,100.0,156,140,106,37,33,3,0,1,36,23.1,14,9.0,64,281,.264,.229,.331,.299,.307,.292,.289,.270,2,.350,.043,22.8,85.4,90.6,8,141,31.1,1.9,1.3
"Wade, Tyler",587,587,100.0,156,138,113,30,27,3,0,0,29,18.6,11,7.1,54,259,.217,.244,.285,.309,.239,.310,.242,.281,2,.275,.022,20.8,79.5,89.5,10,148,17.7,1.8,1.3
"Davis, J.D.",587,587,100.0,157,142,103,31,22,5,0,4,39,24.8,12,7.6,105,302,.218,.212,.293,.288,.338,.347,.282,.284,9,.273,.120,34.8,89.1,92.5,3,142,43.7,8.7,5.7
"Arias, Gabriel",578,578,100.0,161,153,101,34,21,9,1,3,53,32.9,6,3.7,135,352,.222,.221,.255,.256,.353,.368,.263,.274,8,.316,.131,38.4,89.7,91.8,6,138,36.6,7.9,5.0
"Trout, Mike",574,574,100.0,125,109,82,24,11,1,2,10,27,21.6,15,12.0,50,244,.220,.271,.320,.365,.541,.591,.365,.405,14,.194,.321,20.5,89.2,91.9,25,176,41.5,17.1,11.2
"Aranda, Jonathan",573,573,100.0,142,128,97,30,17,7,0,6,32,22.5,11,7.7,57,260,.234,.257,.303,.324,.430,.518,.318,.360,16,.264,.195,21.9,91.9,92.4,11,162,48.5,16.5,11.3
"Lee, Jung Hoo",569,569,100.0,158,145,134,38,32,4,0,2,13,8.2,10,6.3,24,250,.262,.278,.310,.326,.331,.404,.284,.319,6,.273,.069,9.6,89.1,92.6,9,141,41.8,4.5,3.8
"Scott II, Victor",568,568,100.0,155,145,105,26,15,9,0,2,42,27.1,6,3.9,75,287,.179,.205,.219,.245,.283,.309,.221,.246,6,.233,.103,26.1,85.1,91.0,11,143,33.3,5.7,3.9
"Edman, Tommy",567,567,100.0,153,139,111,33,21,5,1,6,30,19.6,11,7.2,63,262,.237,.217,.294,.277,.417,.316,.307,.266,4,.257,.180,24.0,87.6,91.0,11,150,35.1,3.6,2.6
"Maldonado, Martín",556,556,100.0,147,135,87,16,9,3,0,4,51,34.7,8,5.4,99,274,.119,.160,.174,.213,.230,.288,.181,.222,7,.150,.111,36.1,86.2,91.5,18,148,35.6,8.0,4.8
"Hedges, Austin",547,547,100.0,146,132,87,20,15,3,0,2,50,34.2,6,4.1,98,298,.152,.127,.203,.180,.220,.179,.191,.166,1,.220,.068,32.9,80.6,90.1,20,151,24.1,1.1,0.7
"Matos, Luis",544,544,100.0,155,150,127,32,22,5,0,5,24,15.5,4,2.6,46,295,.213,.240,.232,.258,.347,.355,.250,.267,5,.221,.133,15.6,86.9,92.1,14,152,37.0,3.9,3.2
"Mendick, Danny",540,540,100.0,141,132,98,26,16,7,0,3,35,24.8,6,4.3,74,258,.197,.206,.243,.252,.318,.328,.247,.256,6,.245,.121,28.7,82.2,90.2,13,159,22.4,6.1,4.3
"Adams, Riley",531,531,100.0,129,116,83,26,18,5,1,2,35,27.1,9,7.0,74,263,.224,.219,.287,.287,.336,.341,.275,.281,6,.296,.112,28.1,89.9,91.9,14,137,43.4,7.2,4.7
"Chaparro, Andrés",525,525,100.0,132,121,97,26,10,12,0,4,24,18.2,7,5.3,70,282,.215,.226,.280,.290,.413,.392,.301,.301,6,.237,.198,24.8,87.8,91.2,17,157,33.0,6.2,4.5
"Davis, Henry",521,521,100.0,122,104,62,15,10,4,0,1,45,36.9,13,10.7,89,245,.144,.156,.242,.254,.212,.228,.213,.226,3,.233,.067,36.3,84.4,91.6,17,152,35.5,4.8,2.5
"Crews, Dylan",520,520,100.0,132,119,94,26,17,5,1,3,26,19.7,11,8.3,53,232,.218,.253,.288,.321,.353,.418,.283,.325,6,.253,.134,22.8,89.0,92.2,9,134,44.7,6.4,4.5
"McCray, Grant",519,519,100.0,130,124,68,25,15,3,2,5,56,43.1,6,4.6,120,275,.202,.192,.238,.230,.379,.346,.266,.252,8,.317,.177,43.6,86.7,91.8,5,150,44.1,11.8,6.2
"Bethancourt, Christian",516,516,100.0,147,139,105,29,17,7,0,5,36,24.5,5,3.4,100,317,.209,.218,.241,.250,.367,.360,.263,.267,8,.245,.158,31.5,86.1,91.5,11,136,41.9,7.6,5.4
"Torrens, Luis",510,510,100.0,130,118,91,27,16,8,0,3,28,21.5,9,6.9,52,237,.229,.259,.292,.322,.373,.400,.292,.318,6,.273,.144,21.9,89.6,91.7,13,152,46.2,6.6,4.6
"Hernaiz, Darell",510,510,100.0,135,120,96,23,19,3,0,1,27,20.0,11,8.1,59,237,.192,.228,.261,.302,.242,.283,.230,.271,1,.234,.050,24.9,85.5,91.0,10,138,33.3,1.0,0.7
"Nido, Tomás",506,506,100.0,140,130,100,25,17,4,0,4,35,25.0,5,3.6,110,306,.192,.217,.219,.246,.315,.410,.231,.282,12,.226,.123,35.9,87.4,91.6,13,166,44.0,12.0,8.6
"Herrera, Jose",501,501,100.0,114,97,78,22,16,4,1,1,27,23.7,9,7.9,50,207,.227,.214,.290,.279,.320,.268,.271,.250,0,.300,.093,24.2,79.0,90.1,6,143,23.1,0.0,0.0
"Noda, Ryan",499,499,100.0,111,95,59,13,8,4,0,1,37,33.3,14,12.6,71,210,.137,.158,.255,.274,.211,.263,.223,.250,3,.211,.074,33.8,84.0,91.8,16,140,33.9,5.1,2.7
"Harris, Brett",493,493,100.0,123,103,79,15,9,3,0,3,25,20.3,17,13.8,48,202,.146,.184,.276,.309,.262,.278,.252,.274,4,.158,.117,23.8,86.7,91.9,14,149,36.7,5.1,3.3
"Call, Alex",493,493,100.0,113,99,80,34,22,9,0,3,19,16.8,12,10.6,40,213,.343,.245,.425,.339,.525,.366,.412,.317,4,.403,.182,18.8,88.0,90.6,13,153,32.5,5.0,3.5
"Encarnacion, Jerar",490,490,100.0,119,113,80,28,18,5,0,5,34,28.6,5,4.2,68,237,.248,.275,.277,.306,.425,.501,.301,.348,12,.307,.177,28.7,95.0,93.7,7,163,58.8,15.0,10.1
"Abreu, José",486,486,100.0,120,113,86,14,10,2,0,2,28,23.3,4,3.3,74,249,.124,.161,.167,.203,.195,.240,.164,.198,2,.143,.071,29.7,87.8,90.8,7,150,33.7,2.3,1.7
"Stefanic, Michael",482,482,100.0,124,110,91,24,20,4,0,0,20,16.1,10,8.1,21,200,.218,.205,.301,.289,.255,.256,.258,.254,1,.267,.036,10.5,83.8,89.8,6,139,26.4,1.1,0.8
"Casali, Curt",476,476,100.0,125,108,88,21,17,3,0,1,22,17.6,13,10.4,40,206,.194,.206,.293,.303,.250,.267,.254,.265,1,.235,.056,19.4,81.4,89.9,19,138,17.0,1.1,0.8
"Mead, Curtis",471,471,100.0,132,122,93,29,25,3,0,1,30,22.7,6,4.5,58,247,.238,.240,.282,.285,.287,.349,.255,.280,4,.304,.049,23.5,88.8,91.9,16,169,36.6,4.3,3.0
"Clemens, Kody",468,468,100.0,120,114,85,25,10,9,1,5,29,24.2,5,4.2,59,230,.219,.192,.258,.232,.447,.345,.301,.251,6,.250,.228,25.7,89.4,91.6,19,171,42.4,7.1,5.0
"Kavadas, Niko",465,465,100.0,106,93,52,17,11,2,0,4,41,38.7,11,10.4,62,182,.183,.185,.283,.285,.333,.371,.278,.292,6,.271,.151,34.1,91.7,91.7,27,195,40.4,11.5,5.7
"Blanco, Dairon",459,459,100.0,132,120,90,31,23,4,0,4,32,24.2,8,6.1,79,240,.258,.212,.308,.265,.392,.370,.306,.279,7,.318,.133,32.9,83.6,91.8,3,140,37.8,7.8,5.3
"Urías, Luis",452,452,100.0,109,94,60,18,7,7,0,4,34,31.2,9,8.3,49,212,.191,.206,.303,.315,.394,.400,.309,.318,7,.250,.202,23.1,87.1,90.9,19,139,35.0,11.7,6.4
"Encarnacion-Strand, Christian",451,451,100.0,123,116,83,22,14,6,0,2,35,28.5,4,3.3,74,252,.190,.240,.220,.268,.293,.432,.223,.299,7,.247,.103,29.4,87.8,91.6,16,141,37.3,8.4,5.7
"Florial, Estevan",450,450,100.0,111,98,58,17,6,6,2,3,41,36.9,11,9.9,97,230,.173,.166,.264,.257,.367,.283,.277,.247,6,.259,.194,42.2,87.7,91.3,12,134,41.4,10.3,5.4
"Cooper, Garrett",450,450,100.0,116,107,72,22,15,5,1,1,35,30.2,7,6.0,62,210,.206,.261,.267,.319,.299,.412,.253,.321,7,.296,.093,29.5,85.9,91.3,13,147,36.1,9.7,6.0
"Sweeney, Trey",448,448,100.0,119,110,79,24,15,5,0,4,32,26.9,7,5.9,73,225,.218,.211,.269,.268,.373,.411,.279,.298,7,.267,.155,32.4,91.1,92.2,13,157,46.8,8.9,5.9
"Grissom, Vaughn",443,443,100.0,114,105,82,20,17,3,0,0,24,21.1,7,6.1,45,201,.190,.254,.246,.305,.219,.337,.213,.287,4,.244,.029,22.4,86.1,91.0,8,141,32.9,4.9,3.5
"Bouchard, Sean",431,431,100.0,108,91,61,17,9,7,0,1,33,30.6,12,11.1,63,187,.187,.167,.290,.277,.297,.281,.266,.258,3,.271,.110,33.7,88.7,90.9,11,162,34.4,4.9,2.8
"Baldwin, Brooks",426,426,100.0,121,114,84,24,16,6,0,2,31,25.6,6,5.0,61,245,.211,.216,.250,.255,.316,.343,.249,.262,4,.272,.105,24.9,83.8,90.8,25,171,32.1,4.8,3.3
"Myers, Dane",425,425,100.0,108,95,61,25,15,6,1,3,36,33.3,8,7.4,55,187,.263,.236,.333,.314,.442,.400,.335,.317,7,.379,.179,29.4,89.9,91.7,11,160,47.5,11.5,6.5
"Kjerstad, Heston",423,423,100.0,112,99,66,25,19,2,0,4,33,29.5,8,7.1,73,235,.253,.217,.339,.308,.394,.352,.327,.297,4,.339,.141,31.1,90.2,91.2,10,160,43.9,6.1,3.6
"Ramos, Bryan",418,418,100.0,108,99,78,20,13,4,0,3,22,20.4,7,6.5,53,183,.202,.231,.252,.280,.333,.357,.257,.282,5,.227,.131,29.0,90.1,92.6,12,166,46.2,6.4,4.6
"Dunn, Oliver",418,418,100.0,104,95,56,21,16,2,2,1,40,38.5,6,5.8,67,185,.221,.207,.282,.269,.316,.318,.266,.263,3,.370,.095,36.2,87.3,91.7,5,136,46.4,5.4,2.9
"Dalbec, Bobby",413,413,100.0,93,83,41,11,8,2,0,1,43,46.2,8,8.6,81,194,.133,.119,.217,.205,.193,.171,.194,.180,1,.256,.060,41.8,85.0,90.7,9,153,39.0,2.4,1.1
"Sanó, Miguel",402,402,100.0,94,82,48,17,12,3,0,2,35,37.2,9,9.6,71,185,.207,.244,.298,.330,.317,.383,.278,.315,5,.326,.110,38.4,93.8,93.2,9,143,54.2,10.4,5.3
"Short, Zack",391,391,100.0,88,70,49,9,6,3,0,0,24,27.3,14,15.9,42,158,.129,.169,.282,.315,.171,.250,.228,.271,2,.196,.043,26.6,84.3,90.2,17,153,26.5,4.1,2.3
"Jung, Jace",386,386,100.0,94,79,50,19,14,5,0,0,29,30.9,15,16.0,55,177,.241,.219,.362,.344,.304,.287,.308,.293,2,.380,.063,31.1,86.4,91.2,11,160,34.0,4.0,2.1
"Mastrobuoni, Miles",381,381,100.0,105,98,82,19,16,3,0,0,17,16.2,6,5.7,32,158,.194,.261,.238,.301,.224,.358,.210,.290,2,.232,.031,20.3,86.7,90.9,13,165,31.7,2.4,1.9
"Gamel, Ben",381,381,100.0,98,81,57,20,15,4,0,1,24,24.5,17,17.3,50,146,.247,.259,.378,.388,.333,.368,.327,.343,6,.339,.086,34.2,88.2,91.9,12,158,36.8,10.5,6.1
"Wilson, Weston",379,379,100.0,98,88,60,25,14,7,1,3,29,29.6,8,8.2,59,174,.284,.224,.347,.295,.489,.417,.358,.312,9,.386,.205,33.9,89.7,93.3,19,152,50.0,15.0,9.2
"Barnhart, Tucker",375,375,100.0,96,81,52,14,11,3,0,0,31,32.3,13,13.5,45,151,.173,.166,.287,.282,.210,.218,.239,.240,2,.280,.037,29.8,79.0,89.9,-1,124,23.1,3.8,2.1
"Gomes, Yan",375,375,100.0,96,91,57,14,10,2,0,2,36,37.5,2,2.1,75,220,.154,.212,.179,.236,.242,.364,.184,.259,6,.222,.088,34.1,86.2,91.0,16,170,42.1,10.5,6.3
"Schmitt, Casey",374,374,100.0,113,107,83,27,16,4,1,6,25,22.1,4,3.5,49,196,.252,.244,.283,.275,.477,.441,.323,.306,7,.273,.224,25.0,89.2,92.2,17,161,36.1,8.4,6.2
"Story, Trevor",373,373,100.0,104,94,61,24,15,7,0,2,33,31.7,9,8.7,59,195,.255,.193,.327,.271,.394,.290,.318,.255,4,.373,.138,30.3,86.1,90.4,19,158,29.5,6.6,3.8
"Thomas, Alek",372,372,100.0,103,95,79,18,9,5,1,3,17,16.5,7,6.8,46,183,.189,.278,.245,.327,.358,.446,.262,.337,6,.200,.168,25.1,88.6,92.6,1,131,46.8,7.6,5.8
"Schunk, Aaron",371,371,100.0,97,94,63,22,17,3,0,2,31,32.0,3,3.1,60,217,.234,.205,.258,.230,.330,.307,.257,.236,3,.328,.096,27.6,84.3,89.9,13,163,31.7,4.8,3.1
"Rivas, Leo",371,371,100.0,86,73,51,17,15,1,1,0,24,27.9,10,11.6,35,137,.233,.244,.333,.343,.274,.312,.282,.301,1,.347,.041,25.5,82.5,90.3,7,156,27.5,2.0,1.2
"Wagner, Will",364,364,100.0,86,82,66,25,17,6,0,2,16,18.6,4,4.7,33,171,.305,.317,.337,.349,.451,.483,.342,.360,6,.359,.146,19.3,90.6,92.0,5,159,50.0,9.1,7.0
"Knizner, Andrew",360,360,100.0,93,90,69,15,13,1,0,1,22,23.7,1,1.1,54,198,.167,.232,.183,.246,.211,.324,.174,.248,3,.206,.044,27.3,87.3,91.2,12,157,34.8,4.3,3.2
"Madrigal, Nick",358,358,100.0,94,86,77,19,16,3,0,0,10,10.6,4,4.3,20,179,.221,.243,.280,.301,.256,.291,.245,.270,0,.250,.035,11.2,84.3,90.0,3,134,18.2,0.0,0.0
"Allen, Nick",356,356,100.0,105,97,80,17,12,4,0,1,20,19.0,5,4.8,33,176,.175,.202,.216,.241,.247,.246,.207,.220,1,.211,.072,18.8,81.0,89.9,8,112,17.5,1.3,1.0
"Lukes, Nathan",356,356,100.0,91,76,72,23,16,4,2,1,9,9.9,10,11.0,27,183,.303,.284,.371,.356,.447,.389,.351,.326,3,.319,.145,14.8,86.5,90.4,12,167,27.8,4.2,3.3
"Vogelbach, Daniel",352,352,100.0,77,68,51,13,7,5,0,1,17,22.1,9,11.7,16,105,.191,.273,.286,.358,.309,.466,.269,.360,5,.240,.118,15.2,90.9,93.2,8,140,45.1,9.8,6.5
"Wilson, Jacob",349,349,100.0,103,92,84,23,19,2,2,0,10,9.7,8,7.8,22,173,.250,.266,.314,.328,.315,.310,.281,.287,0,.277,.065,12.7,85.0,90.2,9,134,19.0,0.0,0.0
"Sogard, Nick",348,348,100.0,86,77,54,21,17,4,0,0,25,29.1,7,8.1,43,169,.273,.279,.326,.333,.325,.363,.289,.309,1,.389,.052,25.4,86.5,90.4,16,167,31.5,1.9,1.2
"Sánchez, Ali",338,338,100.0,96,84,67,14,12,2,0,0,24,25.0,4,4.2,38,168,.167,.177,.211,.223,.190,.256,.184,.213,3,.230,.024,22.6,81.9,90.9,5,138,35.8,4.5,3.1
"Williams, Alika",336,336,100.0,96,87,70,18,12,4,2,0,22,22.9,3,3.1,40,173,.207,.226,.242,.260,.299,.306,.237,.251,3,.277,.092,23.1,83.0,90.4,14,139,27.1,4.3,3.1
"Del Castillo, Adrian",336,336,100.0,87,80,52,25,16,5,0,4,28,32.2,7,8.0,52,167,.313,.215,.368,.279,.525,.389,.384,.293,6,.438,.212,31.1,86.4,91.0,19,180,34.6,11.5,6.9
"Cabbage, Trey",336,336,100.0,91,86,52,18,9,8,0,1,34,37.4,4,4.4,72,177,.209,.194,.253,.239,.337,.353,.258,.260,8,.333,.128,40.7,91.5,93.6,7,159,53.8,15.4,8.8
"Conine, Griffin",334,334,100.0,89,82,54,22,14,4,1,3,28,31.5,6,6.7,50,176,.268,.219,.326,.282,.451,.373,.337,.289,4,.373,.183,28.4,89.1,91.4,7,137,40.7,7.4,4.5
"Dingler, Dillon",331,331,100.0,87,84,54,14,6,5,2,1,30,34.5,3,3.4,52,181,.167,.241,.195,.267,.310,.378,.217,.280,2,.245,.143,28.7,89.8,91.8,10,140,48.1,3.7,2.3
"Nuñez, Nasim",327,327,100.0,78,61,51,15,14,1,0,0,15,19.2,12,15.4,26,133,.246,.178,.370,.315,.262,.215,.300,.260,0,.326,.016,19.5,72.5,89.7,-9,115,21.6,0.0,0.0
"Luciano, Marco",325,325,100.0,81,76,48,16,10,5,1,0,28,34.6,5,6.2,41,136,.211,.241,.259,.288,.303,.356,.248,.285,3,.333,.092,30.1,87.9,92.0,12,166,45.8,6.3,3.7
"Fermín, José",324,324,100.0,79,71,60,11,9,1,1,0,11,13.9,7,8.9,14,131,.155,.201,.241,.282,.197,.246,.207,.246,0,.183,.042,10.7,84.6,90.9,8,122,25.0,0.0,0.0
"Crawford, Brandon",318,318,100.0,79,70,45,12,6,5,0,1,25,31.6,8,10.1,57,162,.171,.210,.266,.300,.286,.313,.251,.279,3,.250,.114,35.2,89.7,91.1,14,143,33.3,6.7,3.8
"Baddoo, Akil",318,318,100.0,82,73,47,10,4,2,2,2,27,32.9,8,9.8,53,153,.137,.197,.220,.279,.301,.397,.230,.297,6,.178,.164,34.6,91.1,91.8,21,151,46.8,12.8,7.3
"Bae, Ji Hwan",313,313,100.0,81,74,51,14,12,2,0,0,24,29.6,6,7.4,48,151,.189,.217,.247,.274,.216,.337,.213,.274,6,.275,.027,31.8,84.1,91.2,1,150,37.3,11.8,7.4
"Palacios, Joshua",307,307,100.0,78,67,55,15,11,2,0,2,12,15.4,10,12.8,36,139,.224,.264,.333,.371,.343,.388,.307,.342,2,.245,.119,25.9,89.8,93.2,3,145,47.3,3.6,2.6
"Amaya, Jacob",301,301,100.0,72,68,40,12,11,1,0,0,28,38.9,4,5.6,31,112,.176,.179,.222,.224,.191,.222,.190,.202,1,.300,.015,27.7,87.8,90.7,6,152,32.5,2.5,1.4
"Robinson, Chuckie",298,298,100.0,76,70,50,9,9,0,0,0,20,26.3,5,6.6,49,164,.129,.172,.197,.237,.129,.213,.159,.210,1,.180,.000,29.9,81.4,90.0,1,149,22.0,2.0,1.3
"DeLoach, Zach",298,298,100.0,75,67,46,14,8,5,0,1,21,28.0,8,10.7,41,148,.209,.213,.293,.298,.328,.270,.279,.263,0,.289,.119,27.7,85.8,90.3,3,159,32.6,0.0,0.0
"Azocar, José",291,291,100.0,79,73,55,16,14,2,0,0,19,24.1,5,6.3,54,182,.219,.231,.269,.280,.247,.306,.235,.264,2,.296,.027,29.7,84.6,90.2,8,149,30.9,3.6,2.5
